,스타일대분류,스타일소분류,맥주명,양조장명,제조국가명,도수,평균점수,리뷰수,평가수,현재상태,Full Name,Astringent,Body,Alcoholic,Bitter,Sweet,Sour,Salty,Fruity,Hoppy,Spices,Malty
1592,India Pale Ales,New England IPA,Dialed In (w/ Sauvignon Blanc Juice),Trillium Brewing Company,United States,8.5,4.43,106,700,Active,Dialed In (w/ Sauvignon Blanc Juice) Trillium Brewing Company,2.3,1.7,0.7,3.3,3.0,2.4,0.1,4.5,4.9,0.2,0.7
1593,India Pale Ales,New England IPA,Two Juicy,Two Roads Brewing Company,United States,8.2,4.14,187,611,Active,Two Juicy Two Roads Brewing Company,3.3,1.1,0.9,2.7,4.8,2.3,0.0,4.8,3.1,0.1,0.3
1594,India Pale Ales,New England IPA,Headroom,Trillium Brewing Company,United States,8,4.6,117,675,Active,Headroom Trillium Brewing Company,0.8,0.3,0.6,2.0,2.8,2.3,0.1,3.7,3.1,0.1,0.4
1595,India Pale Ales,New England IPA,Nebuchadnezzar,Omnipollo,Sweden,8.5,4.11,176,608,Active,Nebuchadnezzar Omnipollo,1.5,1.6,1.1,3.2,2.4,2.5,0.0,4.0,3.3,0.0,0.3
1596,India Pale Ales,New England IPA,Samuel Adams New England IPA,Boston Beer Company (Samuel Adams),United States,6.8,3.92,238,537,Active,Samuel Adams New England IPA Boston Beer Company (Samuel Adams),0.9,1.1,1.1,2.0,2.3,1.7,0.0,2.5,2.8,0.2,0.9
1597,India Pale Ales,New England IPA,Orderville,Modern Times Beer,United States,7.2,4.12,202,567,Active,Orderville Modern Times Beer,2.0,1.1,0.5,2.2,2.5,2.2,0.1,3.8,3.5,0.0,0.8
1598,India Pale Ales,New England IPA,Alien Church,Tired Hands Brewing Company,United States,7,4.35,154,612,Active,Alien Church Tired Hands Brewing Company,1.3,1.5,0.9,5.1,3.9,2.9,0.0,4.8,5.7,0.2,1.0
1599,India Pale Ales,New England IPA,Boss Tweed,Old Nation Brewing Co.,United States,9.3,4.36,209,535,Active,Boss Tweed Old Nation Brewing Co.,1.8,1.6,0.4,3.4,3.2,2.8,0.2,5.2,4.5,0.7,0.7
1600,India Pale Ales,New England IPA,Double Dry Hopped Double Mosaic Dream,Other Half Brewing Company,United States,8.5,4.52,127,595,Active,Double Dry Hopped Double Mosaic Dream Other Half Brewing Company,1.3,0.6,1.0,1.3,2.9,2.4,0.0,3.7,2.6,0.0,0.3
1601,India Pale Ales,New England IPA,The 87,Night Shift Brewing,United States,8,4.17,132,589,Active,The 87 Night Shift Brewing,1.5,2.3,0.6,2.3,2.9,2.2,0.0,4.6,2.5,0.1,0.2
1602,India Pale Ales,New England IPA,Legitimacy,Hill Farmstead Brewery,United States,6,4.33,95,595,Active,Legitimacy Hill Farmstead Brewery,2.0,1.6,1.2,3.2,2.7,2.1,0.0,3.1,4.1,0.4,1.0
1603,India Pale Ales,New England IPA,Juice Bomb,Sloop Brewing,United States,6.5,4.21,159,529,Active,Juice Bomb Sloop Brewing,5.0,2.7,1.2,4.4,3.7,3.3,0.2,4.8,5.9,0.5,0.9
1604,India Pale Ales,New England IPA,Fatamorgana,Omnipollo,Sweden,8,4.23,128,557,Active,Fatamorgana Omnipollo,1.6,0.8,0.6,2.3,2.8,2.6,0.0,4.1,3.0,0.1,0.3
1605,India Pale Ales,New England IPA,Double Dry Hopped Mylar Bags,Other Half Brewing Company,United States,8.5,4.51,121,535,Active,Double Dry Hopped Mylar Bags Other Half Brewing Company,3.2,1.3,1.9,4.5,3.0,3.8,0.1,5.5,4.6,0.2,1.3
1606,India Pale Ales,New England IPA,Lambo Door,Grimm Artisanal Ales,United States,8,4.35,131,524,Active,Lambo Door Grimm Artisanal Ales,3.0,1.9,0.9,2.8,3.8,3.3,0.1,5.6,4.0,0.1,0.7
1607,India Pale Ales,New England IPA,Official Hazy IPA,Bell's Brewery - Eccentric Café & General Store,United States,6.4,3.87,174,480,Active,Official Hazy IPA Bell's Brewery - Eccentric Café & General Store,1.3,1.3,1.2,2.3,3.1,2.2,0.0,4.4,2.2,0.4,0.3
1608,India Pale Ales,New England IPA,Afterimage,Grimm Artisanal Ales,United States,8,4.41,116,528,Active,Afterimage Grimm Artisanal Ales,1.7,1.0,1.0,2.8,1.4,1.1,0.1,1.8,2.7,0.0,0.9
1609,India Pale Ales,New England IPA,Wrench,Industrial Arts Brewing Company,United States,7.1,4.3,176,461,Active,Wrench Industrial Arts Brewing Company,1.7,1.0,0.8,2.4,2.7,2.2,0.0,4.0,3.2,0.2,0.3
1610,India Pale Ales,New England IPA,Mind Haze,Firestone Walker Brewing Co.,United States,6.2,3.93,187,450,Active,Mind Haze Firestone Walker Brewing Co.,2.6,0.9,0.6,2.3,2.3,2.1,0.0,3.7,2.3,0.1,0.1
1611,India Pale Ales,New England IPA,"Fire, Skulls & Money",Toppling Goliath Brewing Company,United States,7.2,4.35,152,482,Active,"Fire, Skulls & Money Toppling Goliath Brewing Company",2.7,1.3,0.4,2.1,2.8,2.0,0.0,3.9,3.7,0.1,0.8
1612,India Pale Ales,New England IPA,Double Dry Hopped All Citra Everything,Other Half Brewing Company,United States,8.5,4.5,97,534,Active,Double Dry Hopped All Citra Everything Other Half Brewing Company,3.3,2.0,1.0,4.4,3.9,3.3,0.0,5.7,5.4,0.3,0.8
1613,India Pale Ales,New England IPA,Mosaic IPA,Lost Nation Brewing,United States,5.5,4.11,143,487,Active,Mosaic IPA Lost Nation Brewing,2.7,1.5,0.3,2.4,3.2,3.2,0.0,4.4,2.5,0.1,0.2
1614,India Pale Ales,New England IPA,Scaled,Trillium Brewing Company,United States,7,4.26,94,527,Active,Scaled Trillium Brewing Company,2.3,0.9,0.6,2.6,1.6,1.7,0.1,2.4,3.5,0.1,0.5
1615,India Pale Ales,New England IPA,Hurricane,Tree House Brewing Company,United States,7.7,4.37,107,501,Active,Hurricane Tree House Brewing Company,3.6,1.7,1.2,2.9,4.1,3.3,0.0,5.3,4.4,0.4,0.9
1616,India Pale Ales,New England IPA,Cutting Tiles - Galaxy,Trillium Brewing Company,United States,8.5,4.51,86,522,Active,Cutting Tiles - Galaxy Trillium Brewing Company,2.0,1.3,0.5,3.0,2.4,2.1,0.0,3.8,3.3,0.1,0.3
1617,India Pale Ales,New England IPA,Does Anybody Remember Laughter? IPA,SingleCut Beersmiths,United States,7.2,4.2,123,475,Active,Does Anybody Remember Laughter? IPA SingleCut Beersmiths,3.0,2.3,1.1,3.3,4.7,2.4,0.1,3.6,4.6,0.4,1.5
1618,India Pale Ales,New England IPA,Double Dry Hopped Summer Street IPA,Trillium Brewing Company,United States,7.2,4.41,112,480,Active,Double Dry Hopped Summer Street IPA Trillium Brewing Company,3.0,1.2,0.4,4.6,4.1,2.9,0.2,5.2,5.3,0.0,0.8
1619,India Pale Ales,New England IPA,Half-Stack IPA,SingleCut Beersmiths,United States,6.6,4.13,84,504,Active,Half-Stack IPA SingleCut Beersmiths,3.4,1.8,0.9,4.4,4.2,3.2,0.0,5.4,5.7,0.2,0.9
1620,India Pale Ales,New England IPA,Sleeper Street,Trillium Brewing Company,United States,7.2,4.24,94,492,Active,Sleeper Street Trillium Brewing Company,2.2,1.6,0.6,3.9,3.2,2.8,0.0,4.2,4.1,0.1,0.6
1621,India Pale Ales,New England IPA,Reciprocal,Bissell Brothers Brewing Co.,United States,7.3,4.39,114,471,Active,Reciprocal Bissell Brothers Brewing Co.,2.0,1.3,0.4,2.9,3.2,3.1,0.1,4.8,3.4,0.4,0.5
1622,India Pale Ales,New England IPA,Hop Showers,Other Half Brewing Company,United States,7.4,4.22,87,496,Active,Hop Showers Other Half Brewing Company,2.8,1.7,1.2,4.0,3.8,2.9,0.0,5.2,4.6,0.1,0.2
1623,India Pale Ales,New England IPA,Lush,Frost Beer Works,United States,8,4.33,143,432,Active,Lush Frost Beer Works,4.2,2.1,0.9,3.3,4.3,3.4,0.0,5.8,5.4,0.2,0.6
1624,India Pale Ales,New England IPA,Juicy Bits,WeldWerks Brewing Co.,United States,6.7,4.3,142,415,Active,Juicy Bits WeldWerks Brewing Co.,1.4,0.9,1.2,2.1,2.4,1.5,0.0,2.8,3.0,0.1,0.5
1625,India Pale Ales,New England IPA,Dialed In (w/ Pinot Gris Juice),Trillium Brewing Company,United States,8.5,4.39,83,471,Active,Dialed In (w/ Pinot Gris Juice) Trillium Brewing Company,2.0,1.5,0.3,2.7,4.5,3.4,0.1,7.0,2.7,0.1,0.4
1626,India Pale Ales,New England IPA,Gggreennn!,Tree House Brewing Company,United States,7.5,4.54,97,455,Active,Gggreennn! Tree House Brewing Company,3.4,2.4,2.4,3.6,5.6,3.7,0.0,6.8,4.5,0.4,1.1
1627,India Pale Ales,New England IPA,Scaled Way Up,Trillium Brewing Company,United States,8,4.55,71,473,Active,Scaled Way Up Trillium Brewing Company,3.1,1.7,0.9,3.9,3.8,3.4,0.0,5.3,5.1,0.2,0.4
1628,India Pale Ales,New England IPA,Fresh Haze,Deschutes Brewery,United States,6.5,3.88,162,379,Active,Fresh Haze Deschutes Brewery,3.5,1.3,1.4,4.5,3.9,2.7,0.0,5.8,4.7,0.2,0.4
1629,India Pale Ales,New England IPA,Summer Street IPA,Trillium Brewing Company,United States,7.2,4.33,71,468,Active,Summer Street IPA Trillium Brewing Company,1.8,1.3,0.9,2.4,1.8,2.5,0.1,3.3,2.1,0.1,0.7
1630,India Pale Ales,New England IPA,Mo' Shuggie Soulbender IPA,SingleCut Beersmiths,United States,7.2,4.3,97,437,Active,Mo' Shuggie Soulbender IPA SingleCut Beersmiths,2.5,1.2,0.6,2.5,2.9,2.8,0.0,4.4,3.5,0.3,0.3
1631,India Pale Ales,New England IPA,Master Of Karate,Aslin Beer Company,United States,8.4,4.42,132,395,Active,Master Of Karate Aslin Beer Company,3.4,1.6,1.3,4.3,3.3,2.9,0.1,4.4,6.0,0.4,0.8
1632,India Pale Ales,New England IPA,Glorious,Lord Hobo Brewing Company,United States,6.5,4.01,109,416,Active,Glorious Lord Hobo Brewing Company,1.1,1.4,1.1,2.9,3.3,2.3,0.0,4.5,3.9,0.0,0.5
1633,India Pale Ales,New England IPA,Weird & Gilly IPA,SingleCut Beersmiths,United States,6.6,4.22,128,397,Active,Weird & Gilly IPA SingleCut Beersmiths,2.8,1.5,1.0,3.4,3.4,2.6,0.0,4.5,3.4,0.2,0.9
1634,India Pale Ales,New England IPA,mc²,Equilibrium Brewery,United States,8,4.33,133,383,Active,mc² Equilibrium Brewery,2.4,1.8,0.9,3.2,3.4,2.5,0.2,5.0,5.2,0.5,1.6
1635,India Pale Ales,New England IPA,Double Dry Hopped Double Mosaic Daydream,Other Half Brewing Company,United States,8.5,4.52,76,432,Active,Double Dry Hopped Double Mosaic Daydream Other Half Brewing Company,2.8,1.5,1.1,2.8,3.6,3.1,0.0,5.9,4.4,0.2,0.9
1636,India Pale Ales,New England IPA,The Streets,Trillium Brewing Company,United States,10,4.47,92,412,Active,The Streets Trillium Brewing Company,2.7,2.7,0.5,3.6,5.0,3.7,0.1,6.7,3.7,0.1,1.0
1637,India Pale Ales,New England IPA,Super Sap,Tree House Brewing Company,United States,7.9,4.42,98,406,Active,Super Sap Tree House Brewing Company,1.5,2.1,1.7,2.8,5.3,3.5,0.0,6.5,3.2,0.1,0.5
1638,India Pale Ales,New England IPA,Homestyle,Bearded Iris Brewing,United States,6,4.21,129,375,Active,Homestyle Bearded Iris Brewing,3.1,3.4,0.7,5.0,4.6,3.5,0.1,5.7,7.2,0.3,0.7
1639,India Pale Ales,New England IPA,Super Typhoon,Tree House Brewing Company,United States,7.7,4.41,101,400,Active,Super Typhoon Tree House Brewing Company,2.6,1.5,0.6,3.2,3.4,2.9,0.1,4.6,3.8,0.2,0.5
1640,India Pale Ales,New England IPA,It's Complicated Being A Wizard,Burlington Beer Co.,United States,8,4.11,113,369,Active,It's Complicated Being A Wizard Burlington Beer Co.,3.1,2.6,1.1,4.6,4.1,3.5,0.0,6.6,4.9,0.4,0.6
1641,India Pale Ales,New England IPA,Double Orange Starfish,Aslin Beer Company,United States,8.3,4.46,93,386,Active,Double Orange Starfish Aslin Beer Company,2.6,1.5,1.0,3.2,4.3,3.5,0.0,5.7,3.6,0.2,0.9
1642,India Pale Ales,New England IPA,Nothing Gold,Bissell Brothers Brewing Co.,United States,8.2,4.41,82,394,Active,Nothing Gold Bissell Brothers Brewing Co.,2.7,3.0,0.8,3.8,3.5,3.8,0.0,5.7,4.3,0.0,1.4
1643,India Pale Ales,New England IPA,Scorpius Morchella,Toppling Goliath Brewing Company,United States,7.8,4.29,128,347,Active,Scorpius Morchella Toppling Goliath Brewing Company,2.6,1.9,1.3,3.8,4.4,3.6,0.0,6.7,3.7,0.2,0.4
1644,India Pale Ales,New England IPA,Life in the Clouds,Collective Arts Brewing,Canada,6.2,4.09,131,343,Active,Life in the Clouds Collective Arts Brewing,1.7,1.7,1.3,3.8,4.0,3.3,0.0,5.1,5.1,1.0,0.8
1645,India Pale Ales,New England IPA,Cutting Tiles - Citra,Trillium Brewing Company,United States,8.5,4.4,80,385,Active,Cutting Tiles - Citra Trillium Brewing Company,4.5,2.4,0.8,4.4,3.8,3.1,0.1,6.0,6.3,0.7,1.1
1646,India Pale Ales,New England IPA,Double Nelson,Hill Farmstead Brewery,United States,8,4.53,76,388,Active,Double Nelson Hill Farmstead Brewery,2.6,0.8,0.4,1.9,2.2,2.0,0.0,3.5,2.5,0.0,0.4
1647,India Pale Ales,New England IPA,AAAlterrr Ego,Tree House Brewing Company,United States,6.8,4.43,73,369,Active,AAAlterrr Ego Tree House Brewing Company,3.3,1.8,1.6,2.9,5.2,3.3,0.0,5.6,3.1,0.4,1.1
1648,India Pale Ales,New England IPA,OG Hazy Jane,BrewDog,United Kingdom,7.2,4.01,114,325,Active,OG Hazy Jane BrewDog,2.9,1.5,0.7,3.3,4.2,3.1,0.1,6.0,3.5,0.1,0.8
1649,India Pale Ales,New England IPA,Lumen,Grimm Artisanal Ales,United States,6.4,4.34,74,359,Active,Lumen Grimm Artisanal Ales,1.6,1.5,1.1,2.5,2.8,2.4,0.0,4.0,3.5,0.0,1.0
1650,India Pale Ales,New England IPA,Dialed In (w/ Chardonnay & Gewürztraminer Juice),Trillium Brewing Company,United States,8.5,4.36,71,359,Active,Dialed In (w/ Chardonnay & Gewürztraminer Juice) Trillium Brewing Company,2.9,2.5,0.7,4.3,3.4,3.0,0.1,5.5,5.2,0.5,1.0
1651,India Pale Ales,New England IPA,Pineal,Tired Hands Brewing Company,United States,6,4.28,67,358,Active,Pineal Tired Hands Brewing Company,3.3,2.5,1.5,3.1,5.6,3.5,0.0,6.8,3.9,0.3,0.6
1652,India Pale Ales,New England IPA,Very GGGreennn,Tree House Brewing Company,United States,8.3,4.68,76,347,Active,Very GGGreennn Tree House Brewing Company,2.6,1.9,0.7,2.7,3.9,2.4,0.0,3.6,3.8,0.1,1.5
1653,India Pale Ales,New England IPA,Twisted Galaxy,Toppling Goliath Brewing Company,United States,8,4.24,74,341,Active,Twisted Galaxy Toppling Goliath Brewing Company,2.2,3.2,1.7,3.8,4.7,3.4,0.0,6.5,5.2,0.3,1.1
1654,India Pale Ales,New England IPA,Double Dry Hopped Stillings Street IPA,Trillium Brewing Company,United States,7.2,4.43,82,331,Active,Double Dry Hopped Stillings Street IPA Trillium Brewing Company,1.9,2.0,0.9,3.1,4.0,3.2,0.0,5.3,4.4,0.2,0.7
1655,India Pale Ales,New England IPA,SSSappp,Tree House Brewing Company,United States,7,4.36,73,330,Active,SSSappp Tree House Brewing Company,3.2,1.6,1.2,3.3,4.5,2.9,0.2,6.1,3.6,0.2,1.1
1656,India Pale Ales,New England IPA,The Cat's Meow,Exhibit 'A' Brewing Company,United States,6.5,4.19,83,315,Active,The Cat's Meow Exhibit 'A' Brewing Company,3.1,1.6,0.6,3.4,3.3,3.1,0.1,5.0,4.6,0.3,0.5
1657,India Pale Ales,New England IPA,Mosaic IPA,Hill Farmstead Brewery,United States,6,4.45,50,346,Active,Mosaic IPA Hill Farmstead Brewery,1.4,0.7,0.4,2.0,2.8,1.8,0.0,3.3,2.6,0.1,0.5
1658,India Pale Ales,New England IPA,Ghost In The Machine - Double Dry-Hopped,Parish Brewing Company,United States,8.5,4.61,55,330,Active,Ghost In The Machine - Double Dry-Hopped Parish Brewing Company,3.6,2.4,0.7,4.3,3.3,2.7,0.2,4.6,6.2,0.5,1.2
1659,India Pale Ales,New England IPA,Stillings Street IPA,Trillium Brewing Company,United States,7.2,4.34,75,310,Active,Stillings Street IPA Trillium Brewing Company,2.3,1.7,0.6,2.8,3.2,2.9,0.0,5.0,2.8,0.1,0.0
1660,India Pale Ales,New England IPA,Orange Starfish,Aslin Beer Company,United States,5.7,4.42,75,309,Active,Orange Starfish Aslin Beer Company,2.3,1.3,0.9,3.2,2.9,2.9,0.1,5.0,3.4,0.3,0.6
1661,India Pale Ales,New England IPA,Double Dry Hopped Space Diamonds,Other Half Brewing Company,United States,8.5,4.42,81,302,Active,Double Dry Hopped Space Diamonds Other Half Brewing Company,2.1,1.4,0.7,2.3,3.5,3.5,0.0,5.4,2.1,0.0,0.4
1662,India Pale Ales,New England IPA,Is This The Real Life?,SingleCut Beersmiths,United States,7.2,4.21,71,311,Active,Is This The Real Life? SingleCut Beersmiths,2.9,2.7,0.6,2.1,4.7,3.2,0.1,6.1,2.7,0.3,0.5
1663,India Pale Ales,New England IPA,Dragonsaddle,Hoof Hearted Brewing,United States,11.5,4.49,55,327,Active,Dragonsaddle Hoof Hearted Brewing,2.1,1.4,0.5,3.9,2.7,2.4,0.1,4.2,4.5,0.0,0.8
1664,India Pale Ales,New England IPA,All Citra Everything,Other Half Brewing Company,United States,8.5,4.35,62,319,Active,All Citra Everything Other Half Brewing Company,3.2,1.5,1.4,3.2,4.5,3.7,0.1,6.5,4.6,0.0,0.5
1665,India Pale Ales,New England IPA,Roller Blabe DIPA,Hoof Hearted Brewing,United States,8,4.37,90,289,Active,Roller Blabe DIPA Hoof Hearted Brewing,1.9,0.9,0.6,2.1,3.0,2.6,0.0,4.8,2.3,0.0,0.2
1666,India Pale Ales,New England IPA,King Sue - Double Dry-Hopped,Toppling Goliath Brewing Company,United States,7.8,4.53,84,295,Active,King Sue - Double Dry-Hopped Toppling Goliath Brewing Company,1.0,1.1,1.2,1.5,2.3,1.7,0.0,3.4,1.8,0.1,0.3
1667,India Pale Ales,New England IPA,Locust Reign,New England Brewing Co.,United States,8.2,4.47,53,326,Active,Locust Reign New England Brewing Co.,2.1,2.0,0.8,2.6,4.0,3.4,0.0,4.8,3.4,0.2,0.6
1668,India Pale Ales,New England IPA,Windy Hill,Mikkeller ApS,Denmark,7,4.14,78,292,Active,Windy Hill Mikkeller ApS,1.7,0.6,1.0,3.7,1.8,1.7,0.0,3.3,4.0,0.0,0.5
1669,India Pale Ales,New England IPA,CitraQuench'l,Heist Brewery,United States,7.1,4.5,76,289,Active,CitraQuench'l Heist Brewery,2.8,2.6,0.6,3.4,2.7,2.6,0.0,3.7,2.7,0.3,0.8
1670,India Pale Ales,New England IPA,Double Dry Hopped Double Citra Daydream,Other Half Brewing Company,United States,8.5,4.49,56,308,Active,Double Dry Hopped Double Citra Daydream Other Half Brewing Company,1.7,1.9,0.6,2.6,2.4,2.5,0.0,4.2,3.1,0.1,0.7
1671,India Pale Ales,New England IPA,Konkey Dong,Hoof Hearted Brewing,United States,8,4.36,65,292,Active,Konkey Dong Hoof Hearted Brewing,3.2,1.0,0.4,1.8,3.1,3.0,0.0,4.8,1.5,0.3,0.1
1672,India Pale Ales,New England IPA,Batsquatch Hazy IPA,Rogue Ales,United States,6.7,3.96,104,246,Active,Batsquatch Hazy IPA Rogue Ales,1.6,2.0,0.9,2.5,3.4,3.0,0.1,5.1,3.4,0.0,0.7
1673,India Pale Ales,New England IPA,The Long Thaw,Harpoon Brewery & Beer Hall,United States,6.2,3.68,52,296,Active,The Long Thaw Harpoon Brewery & Beer Hall,1.2,1.7,0.4,3.5,2.4,1.9,0.1,3.7,4.2,0.2,0.6
1674,India Pale Ales,New England IPA,Crucial Taunt,The Veil Brewing Co.,United States,8,4.36,68,279,Active,Crucial Taunt The Veil Brewing Co.,2.7,0.4,1.0,2.2,0.7,1.8,0.1,2.1,2.9,0.6,0.5
1675,India Pale Ales,New England IPA,Super Treat,Tree House Brewing Company,United States,8.3,4.45,73,272,Active,Super Treat Tree House Brewing Company,2.2,1.5,0.8,3.2,4.0,3.0,0.0,5.4,3.7,0.1,0.9
1676,India Pale Ales,New England IPA,Citra IPA,Other Half Brewing Company,United States,7,4.3,45,297,Active,Citra IPA Other Half Brewing Company,3.6,2.1,0.8,3.1,4.6,4.1,0.0,6.1,3.1,0.1,0.9
1677,India Pale Ales,New England IPA,Forever Ever,Other Half Brewing Company,United States,4.7,4.07,50,283,Active,Forever Ever Other Half Brewing Company,3.4,1.1,0.6,3.7,2.5,3.2,0.0,4.5,3.3,0.1,0.4
1678,India Pale Ales,New England IPA,Double Dry Hopped A Street IPA,Trillium Brewing Company,United States,7.2,4.32,55,277,Active,Double Dry Hopped A Street IPA Trillium Brewing Company,2.9,1.6,0.2,2.5,2.6,2.5,0.1,4.3,4.1,0.2,0.9
1679,India Pale Ales,New England IPA,Fluctuation,Equilibrium Brewery,United States,8.1,4.37,83,248,Active,Fluctuation Equilibrium Brewery,2.7,1.6,1.1,4.9,3.1,3.3,0.1,4.7,5.7,0.4,1.2
1680,India Pale Ales,New England IPA,Relax,Offshoot Beer Co.,United States,6.8,4.09,87,241,Active,Relax Offshoot Beer Co.,2.4,1.9,0.7,3.2,5.1,3.6,0.1,6.9,3.6,0.4,1.0
1681,India Pale Ales,New England IPA,Magnetic Compass,Grimm Artisanal Ales,United States,6.4,4.41,72,252,Active,Magnetic Compass Grimm Artisanal Ales,2.4,1.1,0.3,1.9,3.6,2.9,0.0,5.4,1.9,0.1,0.8
1682,India Pale Ales,New England IPA,Holiday Haze IPA,Sierra Nevada Brewing Co.,United States,6.5,3.89,104,219,Active,Holiday Haze IPA Sierra Nevada Brewing Co.,5.1,2.3,0.7,4.6,5.4,3.9,0.2,7.2,5.4,0.6,1.4
1683,India Pale Ales,New England IPA,MoZee,Toppling Goliath Brewing Company,United States,6.2,4.28,59,264,Active,MoZee Toppling Goliath Brewing Company,2.7,1.0,0.8,3.1,2.5,2.5,0.2,3.4,4.4,0.3,1.5
1684,India Pale Ales,New England IPA,Hazy-O!,Dogfish Head Craft Brewery,United States,7.1,3.96,124,196,Active,Hazy-O! Dogfish Head Craft Brewery,2.4,1.4,0.6,2.5,4.0,3.0,0.0,5.2,3.3,0.4,0.3
1685,India Pale Ales,New England IPA,Built To Spill,Foam Brewers,United States,8,4.39,67,247,Active,Built To Spill Foam Brewers,0.8,2.2,0.4,1.5,2.3,1.8,0.0,2.9,2.3,0.1,1.2
1686,India Pale Ales,New England IPA,Pavement,Foam Brewers,United States,8.2,4.38,73,237,Active,Pavement Foam Brewers,1.3,1.3,0.6,2.0,3.2,2.9,0.0,4.6,2.7,0.3,0.3
1687,India Pale Ales,New England IPA,Snow,Tree House Brewing Company,United States,7.8,4.33,67,242,Active,Snow Tree House Brewing Company,2.2,2.1,1.0,2.6,5.0,3.5,0.0,5.9,4.1,0.1,0.8
1688,India Pale Ales,New England IPA,Foggier Window,Monkish Brewing Co.,United States,8.1,4.52,39,269,Active,Foggier Window Monkish Brewing Co.,4.0,3.6,3.5,3.2,4.7,3.8,0.1,6.8,4.2,0.5,2.4
1689,India Pale Ales,New England IPA,Musk Of The Minotaur IPA,Hoof Hearted Brewing,United States,7.2,4.2,65,243,Active,Musk Of The Minotaur IPA Hoof Hearted Brewing,2.7,1.6,0.4,2.7,4.1,2.9,0.0,5.3,3.2,0.3,0.3
1690,India Pale Ales,New England IPA,Hazy Memory,Lagunitas Brewing Company,United States,8,4.01,85,222,Active,Hazy Memory Lagunitas Brewing Company,1.5,1.5,0.6,2.5,3.1,2.6,0.0,4.3,3.1,0.0,0.8
1691,India Pale Ales,New England IPA,Mind The Hop,Aslin Beer Company,United States,9.5,4.42,64,242,Active,Mind The Hop Aslin Beer Company,2.0,1.6,1.0,2.5,3.0,2.5,0.0,4.1,3.8,0.4,0.9
1692,India Pale Ales,New England IPA,Imperial Golden Nugget,Toppling Goliath Brewing Company,United States,8,4.18,54,251,Active,Imperial Golden Nugget Toppling Goliath Brewing Company,2.7,2.5,1.2,2.9,3.7,3.4,0.0,5.9,3.5,0.4,0.7
1693,India Pale Ales,New England IPA,Flume,Battery Steele Brewing,United States,8,4.29,79,226,Active,Flume Battery Steele Brewing,2.3,1.7,1.8,4.2,3.0,2.5,0.0,4.3,4.8,0.1,0.7
1694,India Pale Ales,New England IPA,Son Of Juice,Maplewood Brewery & Distillery,United States,6.3,4.09,78,225,Active,Son Of Juice Maplewood Brewery & Distillery,1.6,2.0,1.5,2.6,3.0,2.7,0.0,4.6,3.3,0.3,0.6
1695,India Pale Ales,New England IPA,Hair Raiser,Exhibit 'A' Brewing Company,United States,8,4.18,84,214,Active,Hair Raiser Exhibit 'A' Brewing Company,3.5,1.5,0.7,3.2,3.6,3.0,0.0,5.0,3.7,0.1,0.7
1696,India Pale Ales,New England IPA,The Juice Is Loose,Transient Artisan Ales,United States,8,4.33,73,225,Active,The Juice Is Loose Transient Artisan Ales,1.6,0.7,0.6,1.9,1.9,1.8,0.0,2.6,2.1,0.0,0.3
1697,India Pale Ales,New England IPA,Perfect Storm,Tree House Brewing Company,United States,8,4.45,73,221,Active,Perfect Storm Tree House Brewing Company,3.8,1.1,0.9,3.2,2.9,3.5,0.0,4.8,3.3,0.0,0.4
1698,India Pale Ales,New England IPA,Oh-J,Lone Pine Brewing Company,United States,8.1,4.26,75,218,Active,Oh-J Lone Pine Brewing Company,2.2,1.9,0.6,2.4,3.5,3.3,0.0,5.5,3.4,0.5,0.6
1699,India Pale Ales,New England IPA,Summer,Tree House Brewing Company,United States,8.1,4.41,60,231,Active,Summer Tree House Brewing Company,2.0,1.2,1.1,3.0,3.2,3.3,0.0,5.4,3.7,0.3,0.5
1700,India Pale Ales,New England IPA,Foggy Window,Monkish Brewing Co.,United States,8.1,4.5,40,250,Active,Foggy Window Monkish Brewing Co.,3.4,3.0,0.7,2.2,4.3,3.7,0.1,6.5,2.8,0.0,0.5
1701,India Pale Ales,New England IPA,Little Sumpin' Hazy,Lagunitas Brewing Company,United States,7.2,3.93,89,201,Active,Little Sumpin' Hazy Lagunitas Brewing Company,2.0,1.8,0.7,2.9,3.7,2.8,0.0,5.0,4.1,0.1,0.2
1702,India Pale Ales,New England IPA,Fantastic Haze,Sierra Nevada Brewing Co.,United States,9,3.95,115,175,Active,Fantastic Haze Sierra Nevada Brewing Co.,1.5,1.3,0.9,3.1,2.8,2.5,0.0,4.1,4.0,0.1,1.1
1703,India Pale Ales,New England IPA,Tendril,Proclamation Ale Company,United States,7,4.15,56,233,Active,Tendril Proclamation Ale Company,1.3,1.5,2.1,2.9,3.2,2.8,0.0,4.0,3.8,0.3,1.5
1704,India Pale Ales,New England IPA,Fresh,Civil Society Brewing,United States,6.2,4.17,59,228,Active,Fresh Civil Society Brewing,4.0,1.2,0.6,3.0,4.0,3.1,0.1,5.4,4.4,0.1,0.7
1705,India Pale Ales,New England IPA,Trailblazer,Connecticut Valley Brewing,United States,8,4.16,73,212,Active,Trailblazer Connecticut Valley Brewing,2.7,1.0,0.4,2.4,2.7,2.4,0.1,4.2,3.1,0.1,0.4
1706,India Pale Ales,New England IPA,Double Dry Hopped The Publick House,Trillium Brewing Company,United States,7.3,4.35,46,239,Active,Double Dry Hopped The Publick House Trillium Brewing Company,4.0,2.1,1.3,3.7,3.7,3.2,0.1,5.2,4.2,0.3,1.4
